"Longitude (x)","Latitude (y)","Station Name","Climate ID","Date/Time","Year","Month","Day","Data Quality","Max Temp (°C)","Max Temp Flag","Min Temp (°C)","Min Temp Flag","Mean Temp (°C)","Mean Temp Flag","Heat Deg Days (°C)","Heat Deg Days Flag","Cool Deg Days (°C)","Cool Deg Days Flag","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precip (mm)","Total Precip Flag","Snow on Grnd (cm)","Snow on Grnd Flag","Dir of Max Gust (10s deg)","Dir of Max Gust Flag","Spd of Max Gust (km/h)","Spd of Max Gust Flag"
"-79.63","43.68","TORONTO INTL A","6158731","2023-02-07","2023","02","07","","7.1","","-1.0","","3.1","","14.9","","0.0","","0.0","T","0.0","","0.0","T","6","","23","","55",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-02-08","2023","02","08","","7.3","","0.2","","3.8","","14.2","","0.0","","0.0","","0.0","","0.0","","1","","26","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-02-09","2023","02","09","","6.3","","0.3","","3.3","","14.7","","0.0","","30.6","","0.0","","30.6","","","","24","","55",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-02-10","2023","02","10","","4.9","","-3.0","","1.0","","17.0","","0.0","","0.0","","0.0","T","0.0","T","0","T","27","","59",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-02-11","2023","02","11","","2.4","","-4.5","","-1.1","","19.1","","0.0","","0.0","","0.0","T","0.0","T","0","T","32","","48",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-02-12","2023","02","12","","6.8","","-2.8","","2.0","","16.0","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2023-02-13","2023","02","13","","9.1","","-2.9","","3.1","","14.9","","0.0","","0.0","","0.0","","0.0","","","","28","","53",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-02-14","2023","02","14","","9.2","","-3.0","","3.1","","14.9","","0.0","","0.0","","0.0","","0.0","","","","33","","49",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-02-15","2023","02","15","","15.0","","3.9","","9.5","","8.5","","0.0","","0.6","","0.0","","0.6","","","","23","","86",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-02-16","2023","02","16","","5.5","","-1.1","","2.2","","15.8","","0.0","","4.6","","0.0","","4.6","","","","29","","36",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-02-17","2023","02","17","","0.2","","-9.5","","-4.7","","22.7","","0.0","","5.4","","0.6","","6.0","","0","T","34","","56",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-02-18","2023","02","18","","1.7","","-8.0","","-3.2","","21.2","","0.0","","0.0","","0.0","","0.0","","0","T","26","","48",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-02-19","2023","02","19","","9.7","","-0.4","","4.7","","13.3","","0.0","","0.0","","0.0","","0.0","","","","24","","61",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-02-20","2023","02","20","","5.3","","-3.1","","1.1","","16.9","","0.0","","0.0","","0.0","","0.0","","","","30","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-02-21","2023","02","21","","6.8","","-3.0","","1.9","","16.1","","0.0","","0.0","","0.0","T","0.0","T","","","29","","72",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-02-22","2023","02","22","","-1.3","","-7.8","","-4.6","","22.6","","0.0","","0.0","","17.4","","17.2","","1","E","9","","47",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-02-23","2023","02","23","","-0.8","","-8.1","","-4.5","","22.5","","0.0","","0.8","","0.8","","1.6","","17","","2","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-02-24","2023","02","24","","-2.7","","-10.2","","-6.5","","24.5","","0.0","","0.0","","0.0","T","0.0","T","15","","32","","59",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-02-25","2023","02","25","","-2.4","","-9.2","","-5.8","","23.8","","0.0","","0.0","","2.5","","2.5","","14","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2023-02-26","2023","02","26","","2.3","","-5.7","","-1.7","","19.7","","0.0","","0.0","","0.0","","0.0","","14","","29","","53",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-02-27","2023","02","27","","-0.1","","-7.8","","-4.0","","22.0","","0.0","","2.0","","5.4","","7.4","","10","","6","","56",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-02-28","2023","02","28","","1.7","","-1.2","","0.3","","17.7","","0.0","","0.8","","0.8","","1.6","","13","","29","","58",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-01","2023","03","01","","2.9","","-2.0","","0.5","","17.5","","0.0","","0.0","","0.0","","0.0","","10","","8","","40",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-02","2023","03","02","","3.8","","-2.5","","0.7","","17.3","","0.0","","0.0","","0.0","","0.0","","","","33","","36",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-03","2023","03","03","","0.4","","-5.4","","-2.5","","20.5","","0.0","","0.0","","18.6","","18.6","","6","","6","","63",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-04","2023","03","04","","5.8","","-1.5","","2.2","","15.8","","0.0","","0.0","","6.0","","6.0","","28","","6","","58",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-05","2023","03","05","","5.0","","-2.4","","1.3","","16.7","","0.0","","0.2","","0.4","","0.6","","15","","31","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-06","2023","03","06","","3.2","","-4.3","","-0.6","","18.6","","0.0","","0.0","","0.0","","0.0","","15","","1","","31",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-07","2023","03","07","","1.8","","-2.8","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","11","","1","","67",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-08","2023","03","08","","0.9","","-3.2","","-1.2","","19.2","","0.0","","0.0","","0.0","","0.0","","9","","35","","53",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-09","2023","03","09","","2.8","","-3.8","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","7","","36","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-10","2023","03","10","","0.0","","-2.5","","-1.3","","19.3","","0.0","","0.0","","9.6","","7.2","","5","","1","","47",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-11","2023","03","11","","-0.6","","-5.5","","-3.1","","21.1","","0.0","","0.0","","0.4","","0.4","","14","","36","","34",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-12","2023","03","12","","-0.2","","-5.5","","-2.9","","20.9","","0.0","","0.0","","4.4","","3.0","","10","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-13","2023","03","13","","0.8","","-3.5","","-1.4","","19.4","","0.0","","0.0","","2.2","","2.2","","15","","32","","38",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-14","2023","03","14","","-1.0","","-5.6","","-3.3","","21.3","","0.0","","0.0","","0.0","T","0.0","T","14","","32","","67",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-15","2023","03","15","","4.7","","-5.6","","-0.5","","18.5","","0.0","","0.0","","0.0","","0.0","","12","","34","","47",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-16","2023","03","16","","9.7","","0.3","","5.0","","13.0","","0.0","","3.2","","0.0","","3.2","","6","","20","","31",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-17","2023","03","17","","8.2","","0.1","","4.2","","13.8","","0.0","","5.6","","0.0","T","5.6","","4","","27","","63",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-18","2023","03","18","","1.2","","-6.6","","-2.7","","20.7","","0.0","","0.0","","2.0","","2.0","","1","","25","","69",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-19","2023","03","19","","1.0","","-8.1","","-3.6","","21.6","","0.0","","0.0","","0.0","T","0.0","T","2","","27","","60",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-20","2023","03","20","","7.2","","-2.9","","2.2","","15.8","","0.0","","0.0","","0.0","","0.0","","1","","25","","53",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-21","2023","03","21","","10.0","","2.6","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","0","T","21","","36",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-22","2023","03","22","","6.3","","0.8","","3.6","","14.4","","0.0","","0.0","","0.0","T","0.0","T","0","T","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-23","2023","03","23","","8.6","","-2.1","","3.3","","14.7","","0.0","","6.8","","0.0","","6.8","","","","32","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-24","2023","03","24","","6.0","","-1.6","","2.2","","15.8","","0.0","","0.0","","0.0","","0.0","","","","2","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-25","2023","03","25","","9.1","","0.9","","5.0","","13.0","","0.0","","19.6","","0.0","T","19.6","","","","21","","81",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-26","2023","03","26","","9.6","","1.7","","5.7","","12.3","","0.0","","","M","","M","","M","","","26","","67",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-27","2023","03","27","","4.4","","1.5","","3.0","","15.0","","0.0","","","M","","M","1.8","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-28","2023","03","28","","6.4","","0.8","","3.6","","14.4","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-29","2023","03","29","","9.1","","-6.3","","1.4","","16.6","","0.0","","0.8","","1.0","","1.8","","0","T","31","","73",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-30","2023","03","30","","4.2","","-7.2","","-1.5","","19.5","","0.0","","0.0","","0.0","","0.0","","0","T","23","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-03-31","2023","03","31","","4.9","","0.1","","2.5","","15.5","","0.0","","11.2","","0.0","T","11.2","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-01","2023","04","01","","14.6","","-2.2","","6.2","","11.8","","0.0","","17.2","","0.0","","17.2","","","","31","","74",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-02","2023","04","02","","3.6","","-4.8","","-0.6","","18.6","","0.0","","0.0","","0.0","","0.0","","","","35","","44",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-03","2023","04","03","","14.1","","0.6","","7.4","","10.6","","0.0","","0.0","","0.0","","0.0","","","","27","","55",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-04","2023","04","04","","10.9","","5.5","","8.2","","9.8","","0.0","","1.8","","0.0","","1.8","","","","10","","54",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-05","2023","04","05","","15.0","","2.9","","9.0","","9.0","","0.0","","24.4","","0.0","","24.4","","","","10","","62",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-06","2023","04","06","","14.5","","3.6","","9.1","","8.9","","0.0","","0.0","","0.0","","0.0","","","","27","","55",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-07","2023","04","07","","6.5","","-2.0","","2.3","","15.7","","0.0","","0.0","","0.0","","0.0","","","","30","","54",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-08","2023","04","08","","6.4","","-3.9","","1.3","","16.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-09","2023","04","09","","10.6","","-1.0","","4.8","","13.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-10","2023","04","10","","20.3","","1.7","","11.0","","7.0","","0.0","","0.0","","0.0","","0.0","","","","25","","38",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-11","2023","04","11","","23.8","","7.8","","15.8","","2.2","","0.0","","0.0","","0.0","","0.0","","","","26","","68",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-12","2023","04","12","","26.7","","11.9","","19.3","","0.0","","1.3","","0.0","","0.0","","0.0","","","","25","","58",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-13","2023","04","13","","29.4","","13.4","","21.4","","0.0","","3.4","","0.0","","0.0","","0.0","","","","28","","42",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-14","2023","04","14","","26.9","","13.1","","20.0","","0.0","","2.0","","0.0","","0.0","","0.0","","","","15","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-15","2023","04","15","","24.1","","12.6","","18.4","","0.0","","0.4","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-16","2023","04","16","","24.5","","9.4","","17.0","","1.0","","0.0","","2.8","","0.0","","2.8","","","","25","","58",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-17","2023","04","17","","9.3","","2.3","","5.8","","12.2","","0.0","","1.2","","0.0","","1.2","","","","22","","53",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-18","2023","04","18","","5.7","","0.5","","3.1","","14.9","","0.0","","0.2","","0.4","","0.6","","","","28","","64",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-19","2023","04","19","","9.6","","0.8","","5.2","","12.8","","0.0","","0.0","T","0.0","","0.0","T","","","27","","49",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-20","2023","04","20","","10.4","","3.3","","6.9","","11.1","","0.0","","0.4","","0.0","","0.4","","","","7","","40",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-21","2023","04","21","","20.6","","7.4","","14.0","","4.0","","0.0","","3.4","","0.0","","3.4","","","","29","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-22","2023","04","22","","11.4","","6.4","","8.9","","9.1","","0.0","","23.4","","0.0","","23.4","","","","28","","34",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-23","2023","04","23","","8.3","","3.6","","6.0","","12.0","","0.0","","0.2","","0.0","","0.2","","","","25","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-24","2023","04","24","","9.4","","2.8","","6.1","","11.9","","0.0","","0.0","","0.0","T","0.0","T","","","29","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-25","2023","04","25","","11.3","","1.6","","6.5","","11.5","","0.0","","0.0","T","0.0","","0.0","T","","","26","","46",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-26","2023","04","26","","9.1","","0.6","","4.9","","13.1","","0.0","","0.4","","0.0","","0.4","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-27","2023","04","27","","12.4","","0.1","","6.3","","11.7","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-28","2023","04","28","","12.6","","6.7","","9.7","","8.3","","0.0","","9.8","","0.0","","9.8","","","","10","","53",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-29","2023","04","29","","10.3","","6.4","","8.4","","9.6","","0.0","","3.4","","0.0","","3.4","","","","9","","44",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-04-30","2023","04","30","","11.3","","6.6","","9.0","","9.0","","0.0","","12.8","","0.0","","12.8","","","","28","","33",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-01","2023","05","01","","10.6","","4.3","","7.5","","10.5","","0.0","","2.8","","0.0","","2.8","","","","22","","54",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-02","2023","05","02","","6.9","","2.1","","4.5","","13.5","","0.0","","9.2","","0.0","","9.2","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-03","2023","05","03","","11.1","","2.4","","6.8","","11.2","","0.0","","6.2","","0.0","","6.2","","","","34","","41",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-04","2023","05","04","","11.1","","6.5","","8.8","","9.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-05","2023","05","05","","14.5","","6.7","","10.6","","7.4","","0.0","","0.2","","0.0","","0.2","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-06","2023","05","06","","17.9","","3.7","","10.8","","7.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-07","2023","05","07","","16.3","","7.8","","12.1","","5.9","","0.0","","11.0","","0.0","","11.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-08","2023","05","08","","19.6","","8.1","","13.9","","4.1","","0.0","","0.0","","0.0","","0.0","","","","1","","42",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-09","2023","05","09","","15.9","","6.6","","11.3","","6.7","","0.0","","0.0","","0.0","","0.0","","","","36","","32",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-10","2023","05","10","","21.4","","4.4","","12.9","","5.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-11","2023","05","11","","26.6","","9.9","","18.3","","0.0","","0.3","","0.0","","0.0","","0.0","","","","32","","39",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-12","2023","05","12","","28.4","","14.5","","21.5","","0.0","","3.5","","0.0","","0.0","","0.0","","","","30","","55",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-13","2023","05","13","","23.3","","11.6","","17.5","","0.5","","0.0","","0.0","","0.0","","0.0","","","","35","","42",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-14","2023","05","14","","17.8","","8.5","","13.2","","4.8","","0.0","","0.0","","0.0","","0.0","","","","2","","40",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-15","2023","05","15","","22.8","","7.2","","15.0","","3.0","","0.0","","0.0","","0.0","","0.0","","","","28","","48",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-16","2023","05","16","","24.0","","5.0","","14.5","","3.5","","0.0","","0.0","","0.0","","0.0","","","","26","","58",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-17","2023","05","17","","11.5","","0.9","","6.2","","11.8","","0.0","","0.0","","0.0","","0.0","","","","36","","36",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-18","2023","05","18","","14.3","","1.3","","7.8","","10.2","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-19","2023","05","19","","22.2","","7.0","","14.6","","3.4","","0.0","","15.4","","0.0","","15.4","","","","17","","48",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-20","2023","05","20","","16.6","","11.1","","13.9","","4.1","","0.0","","14.0","","0.0","","14.0","","","","27","","44",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-21","2023","05","21","","24.1","","8.6","","16.4","","1.6","","0.0","","0.0","","0.0","","0.0","","","","32","","37",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-22","2023","05","22","","16.5","","8.8","","12.7","","5.3","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-23","2023","05","23","","20.4","","8.4","","14.4","","3.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-24","2023","05","24","","17.0","","5.2","","11.1","","6.9","","0.0","","0.0","","0.0","","0.0","","","","35","","58",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-25","2023","05","25","","16.4","","4.1","","10.3","","7.7","","0.0","","0.0","","0.0","","0.0","","","","36","","34",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-26","2023","05","26","","20.2","","6.6","","13.4","","4.6","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-27","2023","05","27","","23.5","","8.2","","15.9","","2.1","","0.0","","0.0","","0.0","","0.0","","","","","M","","M"
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-28","2023","05","28","","27.8","","11.6","","19.7","","0.0","","1.7","","0.0","","0.0","","0.0","","","","36","","34",""
"-79.63","43.68","TORONTO INTL A","6158731","2023-05-29","2023","05","29","","24.9","","13.8","","19.4","","0.0","","1.4","","0.0","","0.0","","0.0","","","","","M","","M"
